Unique Product Identifier (UPC or SKU),Manufacturer,Brand Name,Product Name,Category,Flavor,Date Added to Directory
819979011371,"NJOY, LLC",NJOY,NJOY Ace Device $0.99,Device,N/A,05/01/2025
810687014838,"NJOY, LLC",NJOY,NJOY Ace Pods Classic Tobacco 2.4% 2ct,E-liquid Pod,Classic Tobacco,05/01/2025
819979011395,"NJOY, LLC",NJOY,NJOY Ace Device,Device,N/A,05/01/2025
810687014913,"NJOY, LLC",NJOY,NJOY Ace Pods Classic Tobacco 5% 2ct,E-liquid Pod,Classic Tobacco,05/01/2025
819979011029,"NJOY, LLC",NJOY,NJOY Ace Pods Menthol 2.4% 2ct,E-liquid Pod,Rich Tobacco,05/01/2025
819979012200,"NJOY, LLC",NJOY,NJOY Ace Pod Classic Tobacco 5% 1ct,E-liquid Pod,Classic Tobacco,05/01/2025
810687014937,"NJOY, LLC",NJOY,NJOY Ace Pods Menthol 5% 2ct,E-liquid Pod,Menthol,05/01/2025
810687020860,"NJOY, LLC",NJOY,NJOY Daily Rich Tobacco 4.5%,Disposable,Rich Tobacco,05/01/2025
815368021426,"NJOY, LLC",NJOY,NJOY Daily Extra Rich Tobacco 6%,Disposable,Rich Tobacco,05/01/2025
815368021488,"NJOY, LLC",NJOY,NJOY Daily Extra Menthol 6%,Disposable,Menthol,05/01/2025
810687020884,"NJOY, LLC",NJOY,NJOY Daily Menthol 4.5%,Disposable,Menthol,05/01/2025
810687014852,"NJOY, LLC",NJOY,NJOY Ace Pods Menthol 2.4% 2ct,E-liquid Pod,Menthol,05/01/2025
888861300992,"E-Alternative Solutions, LLC",Leap,Leap Device Kit,Device,N/A,05/01/2025
888861302101,"E-Alternative Solutions, LLC",Leap,Leap Pod Menthol 4.8% Nicotine,E-liquid Pod,Menthol,05/01/2025
888861302026,"E-Alternative Solutions, LLC",Leap,Leap Pod Kentucky Menthol 4.8% Nicotine,E-liquid Pod,Menthol,05/01/2025
888861302194,"E-Alternative Solutions, LLC",Leap,Leap Pod Rough-cut Tobacco 4.8% Nicotine,E-liquid Pod,None,05/01/2025
888861302125,"E-Alternative Solutions, LLC",Leap,Leap Pod Georgia Tobacco 4.8% Nicotine,E-liquid Pod,None,05/01/2025
888861302019,"E-Alternative Solutions, LLC",Leap,Leap Pod Kentucky Tobacco 4.8% Nicotine,E-liquid Pod,None,05/01/2025
888861302064,"E-Alternative Solutions, LLC",Leap,Leap Pod Carolina Tobacco 4.8% Nicotine,E-liquid Pod,None,05/01/2025
888861301111,"E-Alternative Solutions, LLC",Leap,Leap Pod Menthol 2.4% Nicotine,E-liquid Pod,Menthol,05/01/2025
888861301036,"E-Alternative Solutions, LLC",Leap,Leap Pod Kentucky Menthol 2.4% Nicotine,E-liquid Pod,Menthol,05/01/2025
888861301203,"E-Alternative Solutions, LLC",Leap,Leap Pod Rough-cut Tobacco 2.4% Nicotine,E-liquid Pod,None,05/01/2025
888861301135,"E-Alternative Solutions, LLC",Leap,Leap Pod Georgia Tobacco 2.4% Nicotine,E-liquid Pod,None,05/01/2025
888861301029,"E-Alternative Solutions, LLC",Leap,Leap Pod Kentucky Tobacco 2.4% Nicotine,E-liquid Pod,None,05/01/2025
888861301074,"E-Alternative Solutions, LLC",Leap,Leap Pod Carolina Tobacco 2.4% Nicotine,E-liquid Pod,None,05/01/2025
888861306024,"E-Alternative Solutions, LLC",Leap Go,Leap Go Mango 5% Nicotine,Disposable,Mango,05/01/2025
888861306031,"E-Alternative Solutions, LLC",Leap Go,Leap Go Mint 5% Nicotine,Disposable,Mint,05/01/2025
888861306000,"E-Alternative Solutions, LLC",Leap Go,Leap Go Smooth Tobacco 5% Nicotine,Disposable,Tobacco,05/01/2025
840094600935,The Schwartz E Liquid,Naked100,American Patriots 3mg,E-liquid,Tobacco,05/01/2025
840094600942,The Schwartz E Liquid,Naked100,American Patriots 6mg,E-liquid,Tobacco,05/01/2025
840094600959,The Schwartz E Liquid,Naked100,American Patriots 12mg,E-liquid,Tobacco,05/01/2025
840094600997,The Schwartz E Liquid,Naked100,Cuban Blend 3mg,E-liquid,Tobacco,05/01/2025
840094601000,The Schwartz E Liquid,Naked100,Cuban Blend 6mg,E-liquid,Tobacco,04/01/2025
840094601017,The Schwartz E Liquid,Naked100,Cuban Blend 12mg,E-liquid,Tobacco,05/01/2025
840094601031,The Schwartz E Liquid,Naked100,Euro Gold 3mg,E-liquid,Tobacco,05/01/2025
840094600294,The Schwartz E Liquid,Naked100,Really Berry 3mg,E-liquid,Blackberry Blueberry Lemon,05/01/2025
840094600300,The Schwartz E Liquid,Naked100,Really Berry 6mg,E-liquid,Blackberry Blueberry Lemon,05/01/2025
840094600317,The Schwartz E Liquid,Naked100,Really Berry 12mg,E-liquid,Blackberry Blueberry Lemon,05/01/2025
840094600539,The Schwartz E Liquid,Naked100,Berry 3mg,E-liquid,Berry Menthol,05/01/2025
840094600546,The Schwartz E Liquid,Naked100,Berry 6mg,E-liquid,Berry Menthol,05/01/2025
840094600553,The Schwartz E Liquid,Naked100,Berry 12mg,E-liquid,Berry Menthol,05/01/2025
840094601512,The Schwartz E Liquid,Naked100,Crisp Menthol 3mg,E-liquid,Menthol,05/01/2025
840094601529,The Schwartz E Liquid,Naked100,Crisp Menthol 6mg,E-liquid,Menthol,05/01/2025
840094601536,The Schwartz E Liquid,Naked100,Crisp Menthol 12mg,E-liquid,Menthol,05/01/2025
840094600492,The Schwartz E Liquid,Naked100,Melon 3mg,E-liquid,Pineapple Melon Menthol,05/01/2025
840094600508,The Schwartz E Liquid,Naked100,Melon 6mg,E-liquid,Pineapple Melon Menthol,05/01/2025
840094600515,The Schwartz E Liquid,Naked100,Melon 12mg,E-liquid,Pineapple Melon Menthol,05/01/2025
840094600379,The Schwartz E Liquid,Naked100,Strawberry Pom 3mg,E-liquid,Strawberry Kiwi Menthol,05/01/2025
840094600386,The Schwartz E Liquid,Naked100,Strawberry Pom 6mg,E-liquid,Strawberry Kiwi Menthol,05/01/2025
840094600393,The Schwartz E Liquid,Naked100,Strawberry Pom 12mg,E-liquid,Strawberry Kiwi Menthol,05/01/2025
840094601048,The Schwartz E Liquid,Naked100,Euro Gold 6mg,E-liquid,Tobacco,05/01/2025
840094601055,The Schwartz E Liquid,Naked100,Euro Gold 12mg,E-liquid,Tobacco,05/01/2025
840094600133,The Schwartz E Liquid,Naked100,Hawaiian Pog 3mg,E-liquid,Passionfruit Orange Guava,05/01/2025
840094600140,The Schwartz E Liquid,Naked100,Hawaiian Pog 6mg,E-liquid,Passionfruit Orange Guava,05/01/2025
840094600157,The Schwartz E Liquid,Naked100,Hawaiian Pog 12mg,E-liquid,Passionfruit Orange Guava,05/01/2025
840094600171,The Schwartz E Liquid,Naked100,Lava Flow 3mg,E-liquid,Strawberry Pineapple Coco,05/01/2025
840094600188,The Schwartz E Liquid,Naked100,Lava Flow 6mg,E-liquid,Strawberry Pineapple Coco,05/01/2025
840094600195,The Schwartz E Liquid,Naked100,Lava Flow 12mg,E-liquid,Strawberry Pineapple Coco,05/01/2025
704751829216,Fumizer LLC,Twist E-liquid,Pink No. 1 - 3mg/ml,E-liquid,None,05/01/2025
704751829223,Fumizer LLC,Twist E-liquid,Pink No. 1 - 6mg/ml,E-liquid,None,05/01/2025
704751729124,Fumizer LLC,Twist E-liquid,Green No. 1 - 3mg/ml,E-liquid,None,05/01/2025
704751829131,Fumizer LLC,Twist E-liquid,Green No. 1 - 6mg/ml,E-liquid,None,05/01/2025
704751829094,Fumizer LLC,Twist E-liquid,Blend No. 1 - 3mg/ml,E-liquid,None,05/01/2025
704751829100,Fumizer LLC,Twist E-liquid,Blend No. 1 - 6mg/ml,E-liquid,None,05/01/2025
704751829278,Fumizer LLC,Twist E-liquid,Red No. 1 - 3mg/ml,E-liquid,None,05/01/2025
704751829261,Fumizer LLC,Twist E-liquid,Red No. 1 - 6mg/ml,E-liquid,None,05/01/2025
704751829360,Fumizer LLC,Twist E-liquid,Pink 0° - 3mg/ml,E-liquid,None,05/01/2025
704751829377,Fumizer LLC,Twist E-liquid,Pink 0° - 6mg/ml,E-liquid,None,05/01/2025
13415353104,Fumizer LLC,Twist E-liquid,Purple No. 1 - 3mg/ml,E-liquid,None,05/01/2025
13415353111,Fumizer LLC,Twist E-liquid,Purple No. 1 - 6mg/ml,E-liquid,None,05/01/2025
704751829247,Fumizer LLC,Twist E-liquid,Crimson No. 1- 3mg/ml,E-liquid,None,05/01/2025
704751829254,Fumizer LLC,Twist E-liquid,Crimson No. 1 - 6mg/ml,E-liquid,None,05/01/2025
13415358284,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 3mg/ml,E-liquid,Menthol,05/01/2025
13415358291,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 6mg/ml,E-liquid,Menthol,05/01/2025
13415358307,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 12mg/ml,E-liquid,Menthol,05/01/2025
13415358314,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 18mg/ml,E-liquid,Menthol,05/01/2025
13415358222,Fumizer LLC,Twist E-liquid,Tobacco Platinum No. 1 - 3mg/ml,E-liquid,Tobacco,05/01/2025
13415358239,Fumizer LLC,Twist E-liquid,Tobacco Platinum No. 1 - 6mg/ml,E-liquid,Tobacco,05/01/2025
13415358246,Fumizer LLC,Twist E-liquid,Tobacco Platimun No. 1 - 12mg/ml,E-liquid,Tobacco,05/01/2025
13415358253,Fumizer LLC,Twist E-liquid,Tobacco Platimun No. 1 - 18mg/ml,E-liquid,Tobacco,05/01/2025
13415358086,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1- 3mg/ml,E-liquid,Tobacco,05/01/2025
13415358093,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1 - 6mg/ml,E-liquid,Tobacco,05/01/2025
13415358123,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1 - 12mg/ml,E-liquid,Tobacco,05/01/2025
13415358130,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1 - 18mg/ml,E-liquid,Tobacco,05/01/2025
13415358178,Fumizer LLC,Twist E-liquid,Tobacco Silver No. 1 - 6mg/ml,E-liquid,Tobacco,05/01/2025
13415358185,Fumizer LLC,Twist E-liquid,Tobacco Silver No. 1 - 12mg/ml,E-liquid,Tobacco,05/01/2025
13415358192,Fumizer LLC,Twist E-liquid,Tobacco Silver No. 1 - 18mg/ml,E-liquid,Tobacco,05/01/2025
13415353555,Fumizer LLC,Twist E-liquid,Purple No. 1 - 35mg/ml,E-liquid,None,05/01/2025
13415353562,Fumizer LLC,Twist E-liquid,Purple No. 1 - 50mg/ml,E-liquid,None,05/01/2025
12436990695,Fumizer LLC,Twist E-liquid,Crimson No. 1 - 35mg/ml,E-liquid,None,05/01/2025
12436990701,Fumizer LLC,Twist E-liquid,Crimson No. 1 - 50mg/ml,E-liquid,None,05/01/2025
12436990718,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 35mg/ml,E-liquid,Menthol,05/01/2025
12436990725,Fumizer LLC,Twist E-liquid,Menthol No. 1 - 50mg/ml,E-liquid,Menthol,05/01/2025
12436990381,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1 - 35mg/ml,E-liquid,Tobacco,05/01/2025
12436990398,Fumizer LLC,Twist E-liquid,Tobacco Gold No. 1 - 50mg/ml,E-liquid,Tobacco,05/01/2025
13415350615,Fumizer LLC,Twist E-liquid,Mint 0° - 35mg/ml,E-liquid,Mint,05/01/2025
13415352114,Fumizer LLC,Twist E-liquid,Mint 0° - 50mg/ml,E-liquid,Mint,05/01/2025
19213583637,Fumizer LLC,Twist E-liquid,Green No. 1 - 35mg/ml,E-liquid,None,05/01/2025
19213583644,Fumizer LLC,Twist E-liquid,Green No. 1 - 50mg/ml,E-liquid,None,05/01/2025
19213583675,Fumizer LLC,Twist E-liquid,Pink No. 1 - 35mg/ml,E-liquid,None,05/01/2025
19213583682,Fumizer LLC,Twist E-liquid,Pink No. 1 - 50mg/ml,E-liquid,None,05/01/2025
12436990671,Fumizer LLC,Twist E-liquid,Blend No. 1 - 35mg/ml,E-liquid,None,05/01/2025
12436990688,Fumizer LLC,Twist E-liquid,Blend No. 1 - 50mg/ml,E-liquid,None,05/01/2025
19213583699,Fumizer LLC,Twist E-liquid,Red No. 1 - 35mg/ml,E-liquid,None,05/01/2025
19213583705,Fumizer LLC,Twist E-liquid,Red No. 1 - 50mg/ml,E-liquid,None,05/01/2025
704751828929,Fumizer LLC,Twist E-liquid,Pink 0° - 35mg/ml,E-liquid,None,05/01/2025
365860386573,"Dr Distributors, LLC",21st Century Smoke,21st Century Menthol 1.6 Cartridge 3ct Box,E-liquid Cartridge,Menthol,05/01/2025
365860386634,"Dr Distributors, LLC",21st Century Smoke,21st Century Menthol 2.0 Cartridge 3 Ct Box,E-liquid Cartridge,Menthol,05/01/2025
365860386818,"Dr Distributors, LLC",21st Century Smoke,21st Century Menthol 1.6 Cartridge 6 Ct Box,E-liquid Cartridge,Menthol,05/01/2025
365860386870,"Dr Distributors, LLC",21st Century Smoke,21st Century Menthol 2.0 Cartridge 6 Ct Box,E-liquid Cartridge,Menthol,05/01/2025
750253727796,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Peach Pear,E-liquid,Peach Pear,05/01/2025
750253728380,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Watermelon Lime,E-liquid,Watermelon Lime,05/01/2025
750253728397,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Watermelon Lime,E-liquid,Watermelon Lime,05/01/2025
750253729073,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl,E-liquid,Guava Peach,05/01/2025
750253729066,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl,E-liquid,Guava Peach,05/01/2025
750253728410,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi,E-liquid,Strawberry Kiwi,05/01/2025
750253728403,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi,E-liquid,Strawberry Kiwi,05/01/2025
788782962654,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Peach Pear Salt,E-liquid,Peach Pear,05/01/2025
788782962661,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Peach Pear Salt,E-liquid,Peach Pear,05/01/2025
788782964979,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Blueberry Lemon Freeze,E-liquid,Blueberry Lemon Freeze,05/01/2025
788782964986,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Blueberry Lemon Freeze,E-liquid,Blueberry Lemon Freeze,05/01/2025
788782965167,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Blueberry Lemon Salt,E-liquid,Blueberry Lemon,05/01/2025
788782965136,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Blueberry Lemon Salt,E-liquid,Blueberry Lemon,05/01/2025
788782964184,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Pineapple Grapefruit Salt,E-liquid,Pineapple Grapefruit,05/01/2025
788782964177,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Pineapple Grapefruit Salt,E-liquid,Pineapple Grapefruit,05/01/2025
750253729004,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl Ice,E-liquid,Guava Peach Ice,05/01/2025
750253729028,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl Ice,E-liquid,Guava Peach Ice,05/01/2025
788782965037,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Peach Pear Freeze,E-liquid,Peach Pear Freeze,05/01/2025
788782965044,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Peach Pear Freeze,E-liquid,Peach Pear Freeze,05/01/2025
788782965099,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi Freeze,E-liquid,Strawberry Kiwi Freeze,05/01/2025
788782965105,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi Freeze,E-liquid,Strawberry Kiwi Freeze,05/01/2025
788782962708,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi Salts,E-liquid,Strawberry Kiwi,05/01/2025
788782962692,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Strawberry Kiwi Salts,E-liquid,Strawberry Kiwi,05/01/2025
788782962678,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Watermelon Lime Salt,E-liquid,Watermelon Lime,05/01/2025
788782962685,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Watermelon Lime Salt,E-liquid,Watermelon Lime,05/01/2025
788782962401,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl Ice Salts,E-liquid,Guava Peach,05/01/2025
788782962395,MH Global LLC dba Streamline Vape Co. LLC,Khali Vapors,Khali Vapors Devil's Punchbowl Ice Salts,E-liquid,Guava Peach,05/01/2025
762876650146,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Guava Peach,E-liquid,Guava Peach,05/01/2025
762876650153,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Guava Peach,E-liquid,Guava Peach,05/01/2025
762876650160,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Guava Peach Salt,E-liquid,Guava Peach,05/01/2025
762876650177,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Guava Peach Salt,E-liquid,Guava Peach,05/01/2025
788782963859,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Pineapple Grapefruit,E-liquid,Pineapple Grapefruit,05/01/2025
788782963866,MH Global LLC dba Streamline Vape Co. LLC,Juice Head,Juice Head Pineapple Grapefruit,E-liquid,Pineapple Grapefruit,05/01/2025
788782962623,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Strawberry,E-liquid,Strawberry Cannoli,05/01/2025
788782962647,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Strawberry,E-liquid,Strawberry Cannoli,05/01/2025
788782962548,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Birthday,E-liquid,Cake Batter Cannoli,05/01/2025
788782962555,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Birthday,E-liquid,Cake Batter Cannoli,05/01/2025
788782962579,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Original,E-liquid,Caramel Cream,05/01/2025
788782962586,MH Global LLC dba Streamline Vape Co. LLC,Bam's Cannoli,Bam's Cannoli Original,E-liquid,Caramel Cream,05/01/2025
814826023965,"Charlie's Chalk Dust, LLC",Pachamama,Fuji - 60ml - 3mg,E-liquid,Apple,05/01/2025
814826023972,"Charlie's Chalk Dust, LLC",Pachamama,Fuji - 60ml - 6mg,E-liquid,Apple,05/01/2025
814826023996,"Charlie's Chalk Dust, LLC",Pachamama,Fuji - 60ml - 12mg,E-liquid,Apple,05/01/2025
814826023651,"Charlie's Chalk Dust, LLC",Pachamama,Mint - 60ml - 3mg,E-liquid,Mint,05/01/2025
814826023736,"Charlie's Chalk Dust, LLC",Pachamama,Mint - 60ml - 6mg,E-liquid,Mint,05/01/2025
814826026157,"Charlie's Chalk Dust, LLC",Pachamama,Mint - 60ml - 12mg,E-liquid,Mint,05/01/2025
814826021916,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Citrus - 60ml - 3mg,E-liquid,Citrus,05/01/2025
814826022531,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Citrus - 60ml - 6mg,E-liquid,Citrus,05/01/2025
814826023460,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Citrus - 60ml - 12mg,E-liquid,Citrus,05/01/2025
814826029615,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Tobacco - 60ml - 3mg,E-liquid,Tobacco,05/01/2025
814826029639,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Tobacco - 60ml - 6mg,E-liquid,Tobacco,05/01/2025
814826029622,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Tobacco - 60ml - 12mg,E-liquid,Tobacco,05/01/2025
814826029660,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Menthol - 60ml - 3mg,E-liquid,Menthol,05/01/2025
814826029677,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Menthol - 60ml - 6mg,E-liquid,Menthol,05/01/2025
814826029684,"Charlie's Chalk Dust, LLC",Charlie's Chalk Dust,Menthol - 60ml - 12mg,E-liquid,Menthol,05/01/2025
849205015125,R.J. Reynolds Vapor Company,Vuse,Ciro Original 1.5%,E-liquid Pod,Tobacco,05/01/2025
849205015101,R.J. Reynolds Vapor Company,Vuse,Ciro Kit Original 1.5%,E-liquid Pod,Tobacco,05/01/2025
849205015002,R.J. Reynolds Vapor Company,Vuse,Ciro Power Unit,Device,Unflavored,05/01/2025
849205017150,R.J. Reynolds Vapor Company,Vuse,Vibe Power Unit,Device,Unflavored,05/01/2025
849205015415,R.J. Reynolds Vapor Company,Vuse,Vibe Tank Menthol 3.0%,E-liquid Pod,Menthol,05/01/2025
849205015293,R.J. Reynolds Vapor Company,Vuse,Vibe Tank Original 3.0%,E-liquid Pod,Tobacco,05/01/2025
849205000619,R.J. Reynolds Vapor Company,Vuse,Solo Menthol 4.8%,E-liquid Pod,Menthol,05/01/2025
849205000589,R.J. Reynolds Vapor Company,Vuse,Solo Original 4.8%,E-liquid Pod,Tobacco,05/01/2025
849205001340,R.J. Reynolds Vapor Company,Vuse,Solo Original Kit,E-liquid Pod,Tobacco,05/01/2025
849205015033,R.J. Reynolds Vapor Company,Vuse,Solo Power Unit,Device,Unflavored,05/01/2025
842099104098,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 0 Mg/ml,E-liquid,Tobacco,05/01/2025
842099101684,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 3 Mg/ml,E-liquid,Tobacco,05/01/2025
842099104104,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 6 Mg/ml,E-liquid,Tobacco,05/01/2025
842099101707,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 12 Mg/ml,E-liquid,Tobacco,05/01/2025
842099104111,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 18 Mg/ml,E-liquid,Tobacco,05/01/2025
842099170864,"Pure Laboratories, LLC.",Halo,30ml Tribeca Eliquid - 24 Mg/ml,E-liquid,Tobacco,05/01/2025
842099160285,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 0 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113014,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 3 Mg/ml,E-liquid,Tobacco,05/01/2025
842099160896,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 6 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113021,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 12 Mg/ml,E-liquid,Tobacco,05/01/2025
842099161749,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 18 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113038,"Pure Laboratories, LLC.",Halo,60ml Tribeca Eliquid - 24 Mg/ml,E-liquid,Tobacco,05/01/2025
842099101660,"Pure Laboratories, LLC.",Halo,30ml Subzero Eliquid - 3 Mg/ml,E-liquid,Menthol,05/01/2025
842099104074,"Pure Laboratories, LLC.",Halo,30ml Subzero Eliquid - 6 Mg/ml,E-liquid,Menthol,05/01/2025
842099101691,"Pure Laboratories, LLC.",Halo,30ml Subzero Eliquid - 12 Mg/ml,E-liquid,Menthol,05/01/2025
842099104081,"Pure Laboratories, LLC.",Halo,30ml Subzero Eliquid - 18 Mg/ml,E-liquid,Menthol,05/01/2025
842099101677,"Pure Laboratories, LLC.",Halo,30ml Subzero Eliquid - 24 Mg/ml,E-liquid,Menthol,05/01/2025
842099113045,"Pure Laboratories, LLC.",Halo,60ml Subzero Eliquid - 3 Mg/ml,E-liquid,Menthol,05/01/2025
842099164436,"Pure Laboratories, LLC.",Halo,60ml Subzero Eliquid - 6 Mg/ml,E-liquid,Menthol,05/01/2025
842099113052,"Pure Laboratories, LLC.",Halo,60ml Subzero Eliquid - 12 Mg/ml,E-liquid,Menthol,05/01/2025
842099136709,"Pure Laboratories, LLC.",Halo,60ml Subzero Eliquid - 18 Mg/ml,E-liquid,Menthol,05/01/2025
842099113069,"Pure Laboratories, LLC.",Halo,60ml Subzero Eliquid - 24 Mg/ml,E-liquid,Menthol,05/01/2025
842099101646,"Pure Laboratories, LLC.",Halo,30ml Fusion Eliquid - 3 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099104319,"Pure Laboratories, LLC.",Halo,30ml Fusion Eliquid - 6 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099104050,"Pure Laboratories, LLC.",Halo,30ml Fusion Eliquid - 12 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099104326,"Pure Laboratories, LLC.",Halo,30ml Fusion Eliquid - 18 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099101653,"Pure Laboratories, LLC.",Halo,30ml Fusion Eliquid - 24 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099102056,"Pure Laboratories, LLC.",Halo,60ml Fusion Eliquid - 3 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099104340,"Pure Laboratories, LLC.",Halo,60ml Fusion Eliquid - 6 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099102063,"Pure Laboratories, LLC.",Halo,60ml Fusion Eliquid - 12 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099104357,"Pure Laboratories, LLC.",Halo,60ml Fusion Eliquid - 18 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099102087,"Pure Laboratories, LLC.",Halo,60ml Fusion Eliquid - 24 Mg/ml,E-liquid,Unflavored Tobacco,05/01/2025
842099171113,"Pure Laboratories, LLC.",Halo,30ml Turkish Tobacco Eliquid - 3 Mg/ml,E-liquid,Tobacco,05/01/2025
842099171724,"Pure Laboratories, LLC.",Halo,30ml Turkish Tobacco Eliquid - 6 Mg/ml,E-liquid,Tobacco,05/01/2025
842099158442,"Pure Laboratories, LLC.",Halo,30ml Turkish Tobacco Eliquid - 12 Mg/ml,E-liquid,Tobacco,05/01/2025
842099158664,"Pure Laboratories, LLC.",Halo,30ml Turkish Tobacco Eliquid - 18 Mg/ml,E-liquid,Tobacco,05/01/2025
842099112802,"Pure Laboratories, LLC.",Halo,30ml Turkish Tobacco Eliquid - 24 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113137,"Pure Laboratories, LLC.",Halo,60ml Turkish Tobacco Eliquid - 3 Mg/ml,E-liquid,Tobacco,05/01/2025
842099167246,"Pure Laboratories, LLC.",Halo,60ml Turkish Tobacco Eliquid - 6 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113144,"Pure Laboratories, LLC.",Halo,60ml Turkish Tobacco Eliquid - 12 Mg/ml,E-liquid,Tobacco,05/01/2025
842099173346,"Pure Laboratories, LLC.",Halo,60ml Turkish Tobacco Eliquid - 18 Mg/ml,E-liquid,Tobacco,05/01/2025
842099113151,"Pure Laboratories, LLC.",Halo,60ml Turkish Tobacco Eliquid - 24 Mg/ml,E-liquid,Tobacco,05/01/2025
